order_id,order_date,delivery_zone,distance_km,traffic_level,package_weight_kg,order_hour,delivery_minutes,transport_cost,on_time
ORD00725,2026-07-22,Central,0.55,Low,3.67,17,12.0,57.37,True
ORD00726,2026-07-23,North,11.0,Medium,0.66,17,63.0,107.66,True
ORD00727,2026-06-20,Central,5.39,High,4.68,14,38.7,74.39,True
ORD00728,2026-06-28,North,3.82,Low,1.29,14,28.4,52.09,True
ORD00729,2026-06-21,North,6.97,Medium,1.71,12,59.6,100.31,True
ORD00730,2026-06-23,North,12.58,Medium,3.21,10,73.0,114.02,False
ORD00731,2026-06-11,Central,1.06,Medium,0.92,9,21.1,54.96,True
ORD00732,2026-07-26,West,9.61,Medium,1.48,11,54.7,91.2,True
ORD00733,2026-06-02,East,9.39,Medium,0.84,20,46.5,108.1,True
ORD00734,2026-06-20,South,12.35,Medium,4.97,11,63.4,137.64,False
ORD00735,2026-06-24,Central,3.25,Low,1.83,18,33.9,54.6,True
ORD00736,2026-07-25,South,8.21,Medium,0.76,15,39.9,65.34,True
ORD00737,2026-06-25,Central,8.27,Medium,0.81,15,38.4,91.92,True
ORD00738,2026-07-07,East,13.22,Low,4.42,20,73.6,136.65,False
ORD00739,2026-06-22,South,12.94,Medium,1.19,12,89.6,124.05,False
ORD00740,2026-07-29,East,8.26,High,1.68,20,66.8,97.19,True
ORD00741,2026-06-24,South,7.58,Medium,2.57,13,68.9,74.26,True
ORD00742,2026-06-15,West,8.51,Medium,1.94,15,52.9,98.17,True
ORD00743,2026-06-12,East,9.57,High,0.37,8,64.4,102.65,True
ORD00744,2026-07-16,South,11.26,Medium,3.89,12,82.0,128.27,False
ORD00745,2026-07-01,Central,8.2,Medium,2.06,11,64.3,76.95,True
ORD00746,2026-07-13,South,11.95,High,3.12,11,79.0,134.64,False
ORD00747,2026-07-01,East,3.49,High,4.1,18,47.5,75.05,True
ORD00748,2026-07-23,Central,7.16,Medium,0.27,9,50.5,84.31,True
ORD00749,2026-06-30,West,8.01,Medium,4.12,17,54.8,88.59,True
ORD00750,2026-07-11,North,7.85,Medium,11.13,8,68.6,136.84,True
ORD00751,2026-06-20,Central,4.75,High,3.36,13,51.8,54.3,True
ORD00752,2026-06-08,West,16.99,Medium,6.03,14,97.7,155.56,False
ORD00753,2026-07-14,South,19.33,Low,4.85,12,92.6,191.21,False
ORD00754,2026-06-30,North,10.82,High,4.02,15,89.1,125.72,False
ORD00755,2026-07-05,Central,3.45,Medium,4.97,16,43.8,76.8,True
ORD00756,2026-06-21,West,12.6,Low,5.56,18,75.1,146.6,False
ORD00757,2026-07-17,East,10.66,Medium,5.71,18,86.9,135.45,False
ORD00758,2026-07-10,Central,3.04,Medium,0.81,9,35.7,62.24,True
ORD00759,2026-07-28,Central,9.39,High,5.18,18,83.9,110.15,False
ORD00760,2026-06-28,North,9.69,Low,2.03,20,47.1,90.98,True
ORD00761,2026-07-09,South,11.49,High,5.85,11,73.5,121.32,False
ORD00762,2026-06-17,South,12.0,Medium,3.58,18,97.9,139.95,False
ORD00763,2026-06-12,West,12.26,Low,0.8,16,61.7,97.77,True
ORD00764,2026-07-22,North,11.52,High,6.4,12,107.5,137.63,False
ORD00765,2026-07-20,East,6.15,Medium,1.3,10,38.8,81.33,True
ORD00766,2026-06-18,West,9.33,Low,1.95,13,57.7,116.42,True
ORD00767,2026-07-17,Central,0.7,Medium,7.42,10,18.9,71.59,True
ORD00768,2026-07-25,South,11.32,High,2.79,12,102.9,110.21,False
ORD00769,2026-06-28,Central,6.34,Low,1.88,10,29.0,74.2,True
ORD00770,2026-07-30,North,10.37,Low,2.36,13,71.3,107.27,True
ORD00771,2026-06-03,Central,9.02,Low,1.85,19,66.6,110.01,True
ORD00772,2026-07-21,North,8.98,Low,4.41,17,56.2,116.59,True
ORD00773,2026-06-15,South,12.01,High,1.9,12,99.0,102.99,False
ORD00774,2026-06-16,Central,0.72,Medium,2.42,16,19.0,48.22,True
ORD00775,2026-06-22,North,7.84,Low,3.8,10,48.9,106.81,True
ORD00776,2026-07-24,South,12.09,Low,3.5,13,79.1,120.42,False
ORD00777,2026-07-19,West,13.55,Low,1.39,15,45.2,97.98,True
ORD00778,2026-07-01,West,10.12,High,4.45,14,80.9,112.1,False
ORD00779,2026-07-01,West,10.79,Low,1.63,13,55.2,89.13,True
ORD00780,2026-06-01,West,6.45,High,1.0,9,49.9,56.38,True
ORD00781,2026-06-11,East,6.93,Medium,0.41,14,54.3,89.54,True
ORD00782,2026-06-06,South,12.67,Low,2.17,15,66.9,151.73,True
ORD00783,2026-06-23,South,11.73,High,0.52,8,90.0,124.77,False
ORD00784,2026-06-09,North,10.5,Medium,1.23,16,51.5,72.1,True
ORD00785,2026-07-22,Central,4.15,Medium,2.47,11,28.4,65.27,True
ORD00786,2026-06-16,East,8.02,High,5.48,15,60.2,98.08,True
ORD00787,2026-07-28,South,8.02,Low,2.0,17,41.7,72.87,True
ORD00788,2026-07-08,East,10.1,Low,0.65,14,49.8,103.94,True
ORD00789,2026-07-14,Central,5.26,Medium,2.3,20,49.6,71.65,True
ORD00790,2026-06-19,North,10.48,Low,5.33,17,47.0,106.51,True
ORD00791,2026-07-15,East,6.42,Low,1.96,14,32.7,55.3,True
ORD00792,2026-06-13,East,1.54,Low,6.12,9,38.0,58.41,True
ORD00793,2026-07-29,West,14.29,Low,2.46,8,54.2,133.32,True
ORD00794,2026-07-02,North,7.56,High,4.13,11,66.5,95.09,False
ORD00795,2026-07-06,Central,1.41,Low,2.95,19,23.9,64.32,True
ORD00796,2026-06-09,Central,6.08,Medium,5.92,9,49.9,98.44,True
ORD00797,2026-07-16,East,6.82,Medium,9.37,15,47.2,109.57,True
ORD00798,2026-07-16,West,14.18,Medium,1.7,17,81.5,119.5,False
ORD00799,2026-07-19,Central,5.85,Low,2.82,14,31.6,58.62,True
ORD00800,2026-07-07,West,13.05,High,5.47,15,80.7,124.71,False
ORD00801,2026-07-01,North,4.9,Low,3.02,18,44.1,90.85,True
ORD00802,2026-07-01,East,11.64,High,0.39,13,84.0,117.65,False
ORD00803,2026-07-29,West,11.78,High,1.98,8,76.7,118.38,False
ORD00804,2026-07-25,East,6.89,Medium,3.01,20,49.3,81.51,True
ORD00805,2026-06-19,West,11.43,Medium,7.03,20,76.3,148.71,False
ORD00806,2026-06-02,Central,0.5,Medium,2.71,19,30.7,32.5,True
ORD00807,2026-07-15,Central,5.23,Medium,1.15,16,52.2,56.8,True
ORD00808,2026-07-02,East,4.91,High,3.06,13,67.5,73.66,True
ORD00809,2026-07-13,North,4.94,High,6.56,19,61.4,63.48,True
ORD00810,2026-07-04,Central,0.5,Low,1.48,20,27.2,26.99,True
ORD00811,2026-06-01,Central,7.34,Medium,1.65,17,48.8,81.79,True
ORD00812,2026-06-21,North,7.11,High,1.5,8,60.8,76.99,True
ORD00813,2026-06-03,Central,8.6,High,0.74,8,57.8,77.16,True
ORD00814,2026-06-27,Central,2.39,Medium,2.61,15,31.5,80.94,True
ORD00815,2026-07-14,East,2.88,Medium,2.39,13,30.6,75.1,True
ORD00816,2026-06-07,East,4.65,Low,0.44,15,29.0,82.65,True
ORD00817,2026-07-03,South,13.71,High,1.24,15,94.7,123.12,False
ORD00818,2026-06-09,North,8.53,Low,2.88,18,73.1,91.69,True
ORD00819,2026-06-30,South,8.36,Medium,4.07,15,57.4,120.62,True
ORD00820,2026-06-18,Central,4.48,Low,4.87,17,34.6,80.6,True
ORD00821,2026-07-26,North,10.51,Low,4.3,14,46.7,103.62,True
ORD00822,2026-06-26,South,13.35,Medium,2.5,14,80.5,115.4,False
ORD00823,2026-06-20,South,14.35,High,0.62,17,91.0,121.96,False
ORD00824,2026-07-08,East,6.92,Low,2.09,11,42.4,83.5,True
ORD00825,2026-07-11,Central,0.5,Medium,0.14,16,22.8,34.82,True
ORD00826,2026-07-25,South,8.76,Low,2.89,19,67.5,96.87,False
ORD00827,2026-07-01,South,10.78,Low,1.43,9,57.8,134.16,True
ORD00828,2026-06-08,West,8.11,Medium,0.26,18,52.7,67.56,True
ORD00829,2026-06-23,East,5.13,Medium,3.3,16,26.2,85.27,True
ORD00830,2026-07-20,South,11.03,Low,6.51,17,63.1,123.32,True
ORD00831,2026-06-25,East,7.85,Low,0.53,10,41.4,82.81,True
ORD00832,2026-07-17,North,9.1,Low,3.49,20,51.1,115.08,True
ORD00833,2026-06-01,North,6.72,Low,1.81,9,52.3,59.92,True
ORD00834,2026-07-16,East,7.31,High,1.3,20,51.3,71.62,True
ORD00835,2026-06-18,South,7.23,High,1.3,11,66.1,80.83,True
ORD00836,2026-06-19,Central,6.67,Low,1.81,12,42.0,98.68,True
ORD00837,2026-07-21,South,13.11,Medium,1.81,9,84.0,140.44,False
ORD00838,2026-07-12,East,2.46,High,2.42,20,37.1,71.49,True
ORD00839,2026-07-22,West,8.21,Low,1.18,8,30.5,62.01,True
ORD00840,2026-07-23,North,4.51,High,1.41,17,37.7,52.64,True
ORD00841,2026-06-06,West,9.05,High,3.73,18,103.4,92.39,False
ORD00842,2026-06-17,North,8.75,Low,1.09,12,69.7,90.79,False
ORD00843,2026-07-16,Central,0.5,Low,3.03,16,24.8,23.74,True
ORD00844,2026-07-15,North,6.23,High,1.89,19,67.4,91.64,True
ORD00845,2026-06-08,South,6.99,Medium,1.59,19,59.4,58.17,True
ORD00846,2026-07-24,North,9.62,Low,7.93,12,70.3,138.24,True
ORD00847,2026-07-12,Central,4.21,Low,0.76,19,33.6,70.99,True
ORD00848,2026-06-09,East,5.83,Medium,6.81,18,66.2,83.4,True
ORD00849,2026-07-07,East,8.53,Medium,4.49,17,60.0,119.45,True
ORD00850,2026-07-25,North,7.36,Medium,1.47,16,39.5,80.02,True
ORD00851,2026-06-27,West,10.19,High,4.57,20,80.7,108.28,False
ORD00852,2026-07-06,North,14.02,Low,0.07,19,79.2,116.37,False
ORD00853,2026-06-06,Central,8.02,Medium,1.35,17,47.4,83.78,True
ORD00854,2026-06-06,North,5.1,Medium,1.1,13,61.1,64.85,True
ORD00855,2026-07-15,North,11.49,Medium,3.32,10,67.3,115.97,True
ORD00856,2026-06-04,North,11.43,Low,4.12,11,40.5,110.94,True
ORD00857,2026-06-22,East,4.56,High,3.28,11,41.5,65.49,True
ORD00858,2026-07-10,East,10.46,High,2.75,8,82.9,102.66,False
ORD00859,2026-06-27,North,13.61,Medium,4.79,10,69.5,158.68,True
ORD00860,2026-07-07,West,7.63,Medium,4.33,10,59.2,90.94,True
ORD00861,2026-06-02,East,5.25,Low,1.44,20,25.4,62.53,True
ORD00862,2026-06-09,East,11.05,Medium,1.58,8,73.4,126.68,True
ORD00863,2026-06-11,East,8.81,Medium,4.16,20,51.7,100.9,True
ORD00864,2026-06-20,South,11.65,Medium,2.4,16,63.3,105.15,False
ORD00865,2026-07-22,East,9.02,High,2.53,18,83.1,85.98,False
ORD00866,2026-07-13,North,10.17,Medium,2.79,8,65.2,90.79,True
ORD00867,2026-07-09,North,5.02,Medium,0.41,16,51.1,70.85,True
ORD00868,2026-07-28,Central,7.14,High,1.38,8,55.5,60.57,True
ORD00869,2026-06-14,Central,7.51,Low,3.53,9,42.8,109.79,True
ORD00870,2026-06-26,South,9.31,Medium,1.37,9,50.7,95.18,True
ORD00871,2026-07-08,South,9.87,Low,2.07,13,48.5,97.6,True
ORD00872,2026-06-30,West,6.41,Medium,3.52,14,41.7,83.69,True
ORD00873,2026-07-06,South,11.54,High,4.97,18,98.3,131.46,False
ORD00874,2026-07-08,North,10.72,Medium,5.38,8,50.4,116.61,True
ORD00875,2026-07-05,North,8.81,High,5.59,10,68.5,108.46,True
ORD00876,2026-07-25,West,14.37,Medium,2.23,9,72.9,145.43,True
ORD00877,2026-06-06,West,10.0,Low,2.05,15,60.3,107.76,True
ORD00878,2026-06-03,North,10.69,High,0.86,16,67.3,88.12,True
ORD00879,2026-06-01,South,6.94,Low,6.54,20,49.8,94.09,True
ORD00880,2026-07-30,South,9.93,Low,1.98,9,54.2,81.48,True
ORD00881,2026-07-28,West,10.48,Medium,6.43,9,76.4,132.49,False
ORD00882,2026-07-23,North,9.68,Low,3.09,17,47.9,114.54,True
ORD00883,2026-07-28,North,7.89,Low,5.13,16,56.4,91.63,True
ORD00884,2026-06-18,Central,3.61,Medium,2.35,11,37.1,90.96,True
ORD00885,2026-06-23,North,11.48,Medium,3.77,12,95.1,149.7,False
ORD00886,2026-07-02,West,9.69,Medium,5.25,20,80.2,115.31,False
ORD00887,2026-06-29,South,5.18,High,1.65,18,55.3,61.03,True
ORD00888,2026-06-23,North,14.25,Medium,5.61,16,81.8,149.46,False
ORD00889,2026-07-06,South,14.14,High,0.97,13,120.9,116.16,False
ORD00890,2026-06-06,West,7.12,Low,7.79,17,58.7,120.42,True
ORD00891,2026-06-17,Central,6.07,Medium,2.8,19,74.3,83.21,False
ORD00892,2026-06-18,Central,2.49,High,1.4,16,36.0,54.93,True
ORD00893,2026-07-01,South,10.79,Medium,4.42,16,51.9,139.81,True
ORD00894,2026-06-06,West,11.88,Medium,3.2,14,60.9,113.25,True
ORD00895,2026-07-04,North,8.3,Medium,0.44,19,73.1,78.83,False
ORD00896,2026-07-14,South,7.65,Low,1.81,17,32.3,97.62,True
ORD00897,2026-07-14,Central,1.93,Medium,1.02,16,19.3,41.75,True
ORD00898,2026-06-27,North,6.25,Medium,1.11,12,47.5,94.54,True
ORD00899,2026-07-06,North,6.5,High,1.07,12,65.1,88.78,True
ORD00900,2026-07-18,North,8.8,Low,3.64,19,60.5,98.02,True
ORD00901,2026-07-22,North,6.85,High,4.66,15,42.3,72.38,True
ORD00902,2026-07-12,North,11.05,High,1.29,17,64.3,89.79,True
ORD00903,2026-06-25,East,12.46,Low,0.31,11,43.2,106.52,True
ORD00904,2026-06-10,East,6.26,Low,9.01,16,33.9,113.39,True
ORD00905,2026-07-09,Central,4.72,High,2.82,14,43.9,85.74,True
ORD00906,2026-07-16,Central,5.5,High,4.45,14,51.4,81.83,True
ORD00907,2026-07-09,South,11.42,Medium,2.14,20,73.0,102.53,False
ORD00908,2026-06-12,South,10.23,Low,0.23,10,52.4,95.76,True
ORD00909,2026-06-11,South,12.23,Medium,3.39,11,64.9,123.96,False
ORD00910,2026-07-19,East,9.45,Medium,7.25,14,64.1,137.51,True
ORD00911,2026-07-13,South,6.29,Low,1.47,18,53.2,92.03,True
ORD00912,2026-07-23,West,13.61,Medium,0.2,18,92.7,107.27,False
ORD00913,2026-06-03,South,12.66,Low,0.85,12,70.2,121.32,True
ORD00914,2026-07-21,East,5.71,Low,4.6,19,38.1,76.19,True
ORD00915,2026-06-22,East,8.11,Medium,3.18,10,45.8,86.19,True
ORD00916,2026-06-04,South,12.05,Medium,5.62,8,76.8,144.39,False
ORD00917,2026-06-08,Central,3.37,Low,2.52,14,28.5,60.11,True
ORD00918,2026-06-14,West,14.22,Medium,4.07,13,118.0,147.2,False
ORD00919,2026-06-20,North,16.09,Low,1.77,17,63.0,148.45,True
ORD00920,2026-06-24,Central,1.64,Low,0.92,14,27.4,43.58,True
ORD00921,2026-06-14,East,3.86,Low,4.08,9,34.9,76.2,True
ORD00922,2026-06-28,Central,4.91,High,4.65,20,46.1,83.9,True
ORD00923,2026-06-16,Central,6.16,Medium,1.5,19,49.1,62.57,True
ORD00924,2026-07-02,East,7.31,Medium,6.82,11,57.7,111.99,True
ORD00925,2026-07-17,North,13.36,Medium,6.95,9,82.6,137.56,False
ORD00926,2026-06-12,South,5.98,High,1.08,15,50.4,60.6,True
ORD00927,2026-06-16,East,10.08,Low,1.12,14,51.9,110.47,True
ORD00928,2026-07-22,West,9.18,Medium,1.17,8,54.8,87.5,True
ORD00929,2026-06-19,South,15.16,Medium,2.26,9,67.4,151.35,True
ORD00930,2026-06-05,North,14.98,Medium,1.84,9,80.0,148.26,False
ORD00931,2026-06-12,Central,1.7,Low,0.73,11,19.1,38.4,True
ORD00932,2026-06-29,Central,2.35,Medium,1.2,10,41.7,63.14,True
ORD00933,2026-06-05,East,10.58,Low,0.24,8,54.2,95.1,True
ORD00934,2026-07-12,North,7.84,Medium,0.3,19,62.6,81.39,True
ORD00935,2026-07-28,South,9.86,Medium,0.59,9,60.4,102.52,True
ORD00936,2026-06-17,North,9.08,Low,8.68,18,57.0,149.92,True
ORD00937,2026-07-17,Central,0.5,High,8.0,16,21.6,78.14,True
ORD00938,2026-06-08,North,8.96,Low,4.25,20,45.7,105.39,True
ORD00939,2026-07-10,East,5.93,High,1.51,8,52.0,76.13,True
ORD00940,2026-07-10,South,8.52,Medium,0.58,16,47.6,68.82,True
ORD00941,2026-06-30,East,12.33,Low,2.48,14,53.2,132.62,True
ORD00942,2026-06-10,West,7.23,Low,3.46,9,33.4,102.3,True
ORD00943,2026-06-20,Central,6.44,High,1.31,9,51.7,80.76,True
ORD00944,2026-07-15,North,8.16,Low,3.32,12,56.5,105.62,True
ORD00945,2026-06-16,North,8.16,Low,0.84,20,45.5,62.27,True
ORD00946,2026-07-11,North,11.37,Low,1.54,12,62.1,97.4,True
ORD00947,2026-06-16,Central,5.02,Medium,2.03,11,41.1,92.77,True
ORD00948,2026-07-12,Central,5.71,Medium,8.16,19,48.9,98.31,True
ORD00949,2026-06-03,East,10.9,Low,1.19,17,49.5,114.97,True
ORD00950,2026-06-23,West,10.01,Low,3.45,17,53.2,100.57,True
ORD00951,2026-06-22,West,9.16,Low,1.03,20,43.4,88.58,True
ORD00952,2026-07-27,North,5.74,Low,0.9,19,29.2,93.38,True
ORD00953,2026-06-28,Central,1.52,Medium,1.3,10,11.2,43.48,True
ORD00954,2026-07-16,South,18.85,Medium,2.54,11,98.0,169.46,False
ORD00955,2026-07-15,South,13.73,Low,7.42,17,71.7,152.0,False
ORD00956,2026-07-06,East,3.95,Medium,1.48,11,35.8,64.83,True
ORD00957,2026-06-04,North,5.03,Medium,4.67,9,45.9,84.87,True
ORD00958,2026-07-08,North,10.45,High,8.42,12,101.6,109.53,False
ORD00959,2026-06-24,West,12.64,High,3.03,12,120.5,130.62,False
ORD00960,2026-06-19,North,10.65,High,5.28,12,104.6,114.93,False
ORD00961,2026-06-11,West,10.24,Low,1.24,18,57.1,123.09,True
ORD00962,2026-07-10,South,9.62,Low,3.38,18,65.9,97.48,True
ORD00963,2026-07-16,South,10.98,Low,4.03,17,56.9,112.66,True
ORD00964,2026-07-10,South,10.26,Low,0.69,8,62.0,128.93,True
ORD00965,2026-07-16,South,3.34,Medium,1.13,13,46.7,65.15,True
ORD00966,2026-07-25,West,10.31,High,1.96,18,94.9,93.45,False
ORD00967,2026-07-09,South,7.45,High,1.34,9,53.6,86.14,True
ORD00968,2026-07-23,East,8.53,High,2.15,14,76.2,79.8,False
ORD00969,2026-06-18,East,16.96,Medium,0.59,11,90.6,145.78,False
ORD00970,2026-06-12,West,12.1,Medium,7.88,12,92.8,132.11,False
ORD00971,2026-06-14,Central,3.06,Low,5.01,12,18.3,93.31,True
ORD00972,2026-07-17,West,13.77,Low,17.45,12,89.8,197.82,False
ORD00973,2026-06-18,North,10.45,Medium,0.78,9,52.7,107.52,True
ORD00974,2026-07-14,North,10.26,Low,3.48,12,63.6,122.7,True
ORD00975,2026-07-12,South,11.82,Medium,1.35,10,70.6,125.24,True
ORD00976,2026-06-12,East,14.17,Low,0.89,11,67.5,117.57,False
ORD00977,2026-07-10,North,5.61,Medium,4.82,20,55.6,87.83,True
ORD00978,2026-06-27,East,9.42,High,2.61,9,76.6,96.85,True
ORD00979,2026-06-06,East,5.22,Low,1.85,11,23.3,96.83,True
ORD00980,2026-06-24,South,11.67,High,3.1,20,90.1,91.43,False
ORD00981,2026-07-21,West,8.24,Low,1.18,16,56.5,81.64,True
ORD00982,2026-07-03,North,7.75,Medium,1.14,15,62.0,84.19,True
ORD00983,2026-07-15,North,8.11,Medium,1.39,20,40.6,90.23,True
ORD00984,2026-07-24,West,13.93,Medium,5.5,18,100.6,145.03,False
ORD00985,2026-06-16,East,10.76,High,5.19,19,110.3,121.15,False
ORD00986,2026-07-20,West,7.26,Low,0.75,10,29.8,78.41,True
ORD00987,2026-06-12,East,8.16,Medium,7.65,8,43.6,118.1,True
ORD00988,2026-07-01,South,7.87,Medium,2.44,8,52.9,96.95,True
ORD00989,2026-07-27,Central,0.5,High,3.43,13,17.2,69.14,True
ORD00990,2026-07-07,Central,3.35,Low,1.35,10,14.2,78.82,True
ORD00991,2026-07-23,West,10.07,High,2.54,11,82.4,109.76,False
ORD00992,2026-06-13,South,17.28,Medium,0.89,8,89.2,140.11,False
ORD00993,2026-07-28,East,9.3,Low,1.27,15,42.0,90.67,True
ORD00994,2026-06-08,South,5.87,Medium,4.54,8,36.7,71.44,True
ORD00995,2026-07-08,North,7.31,Low,4.62,12,54.2,108.33,True
ORD00996,2026-06-03,Central,7.06,Medium,3.55,13,64.2,90.29,True
ORD00997,2026-07-27,North,15.27,High,1.76,9,102.6,141.86,False
ORD00998,2026-07-28,Central,0.5,Medium,0.73,14,8.0,40.32,True
ORD00999,2026-06-20,East,2.36,Medium,5.96,14,35.2,62.0,True
ORD01000,2026-07-28,North,14.61,Medium,4.86,8,86.7,135.54,False
ORD01001,2026-06-04,East,9.17,Low,0.36,11,42.0,85.67,True
ORD01002,2026-07-14,Central,1.4,Low,4.67,19,34.7,64.51,True
ORD01003,2026-07-15,West,12.6,Medium,1.85,20,62.7,118.73,True
ORD01004,2026-06-02,Central,0.5,Low,4.12,11,31.5,29.37,True
ORD01005,2026-07-21,West,11.01,Low,0.6,12,66.0,91.8,True
ORD01006,2026-07-06,West,11.98,Medium,1.42,8,62.4,110.65,True
ORD01007,2026-06-23,Central,6.77,Low,2.69,8,37.1,84.96,True
ORD01008,2026-07-15,South,6.96,Low,7.88,14,53.9,114.51,True
ORD01009,2026-06-19,East,8.26,Medium,2.69,16,54.2,95.44,True
ORD01010,2026-07-10,South,7.22,Low,5.35,8,49.2,95.07,True
ORD01011,2026-06-08,Central,4.77,High,2.98,9,52.8,68.73,True
ORD01012,2026-06-16,Central,1.31,High,2.9,13,24.0,53.14,True
ORD01013,2026-07-28,North,7.78,Medium,3.69,13,65.4,101.06,False
ORD01014,2026-07-13,West,8.01,Low,2.39,9,41.5,88.16,True
ORD01015,2026-06-18,Central,5.95,High,4.47,16,60.4,74.54,True
ORD01016,2026-07-06,North,11.58,High,0.95,11,76.0,108.05,False
ORD01017,2026-06-24,East,7.3,High,2.4,20,57.7,79.71,True
ORD01018,2026-06-01,Central,4.11,Low,8.33,14,55.7,95.18,True
ORD01019,2026-06-01,North,4.65,Medium,5.5,13,58.4,101.12,True
ORD01020,2026-07-16,West,10.1,High,3.17,18,87.1,92.75,False
ORD01021,2026-07-06,South,9.85,Medium,4.99,20,68.7,128.79,True
ORD01022,2026-06-11,Central,11.86,Medium,6.9,18,97.2,141.71,False
ORD01023,2026-06-18,Central,0.66,Medium,0.31,10,9.3,48.85,True
ORD01024,2026-06-16,Central,8.39,Medium,2.0,15,51.2,87.72,True
ORD01025,2026-06-17,East,10.99,Low,1.41,14,44.1,90.01,True
ORD01026,2026-06-24,Central,4.84,Medium,0.65,16,16.7,66.36,True
ORD01027,2026-07-04,Central,9.28,Low,9.13,10,53.6,145.44,True
ORD01028,2026-06-04,South,11.12,Medium,3.82,8,61.4,105.57,True
ORD01029,2026-07-05,Central,5.17,Low,4.86,9,28.1,73.08,True
ORD01030,2026-06-15,North,8.84,Medium,1.47,19,68.0,100.68,False
ORD01031,2026-06-02,East,11.67,Low,1.97,18,52.5,107.99,True
ORD01032,2026-07-26,South,13.29,Medium,2.49,19,95.5,146.83,False
ORD01033,2026-07-21,North,7.12,High,3.35,8,57.6,98.19,True
ORD01034,2026-07-01,North,5.04,Low,4.35,18,47.8,72.41,True
ORD01035,2026-06-09,West,10.39,Low,4.16,12,53.3,108.24,True
ORD01036,2026-06-10,South,7.6,Low,2.07,17,58.7,81.79,True
ORD01037,2026-07-23,West,10.81,High,7.09,9,95.6,129.52,False
ORD01038,2026-06-25,North,12.71,Medium,6.14,10,68.5,142.07,True
ORD01039,2026-07-21,South,8.63,Medium,3.11,15,66.0,101.92,True
ORD01040,2026-07-30,East,7.87,Low,2.56,17,49.9,78.42,True
ORD01041,2026-06-05,Central,4.17,Medium,1.95,12,37.9,76.14,True
ORD01042,2026-06-14,South,12.55,High,3.37,11,82.1,122.22,False
ORD01043,2026-07-12,West,4.26,High,5.92,12,49.7,71.42,True
ORD01044,2026-07-18,Central,2.18,Medium,2.61,17,49.6,49.57,True
ORD01045,2026-07-08,West,11.63,Low,1.57,13,79.7,124.39,False
ORD01046,2026-07-27,South,13.6,Low,2.56,19,77.1,131.44,True
ORD01047,2026-07-10,North,7.52,Low,3.15,14,41.6,95.47,True
ORD01048,2026-06-02,Central,0.5,Low,0.89,20,24.4,22.95,True
ORD01049,2026-06-18,North,10.86,Low,0.68,16,56.9,105.03,True
ORD01050,2026-06-29,Central,2.09,Low,1.6,8,15.8,62.3,True
ORD01051,2026-07-23,East,4.43,Medium,7.08,11,43.6,66.9,True
ORD01052,2026-07-23,Central,2.13,High,5.7,19,33.0,63.1,True
ORD01053,2026-07-23,Central,3.45,Medium,0.52,19,36.9,62.06,True
ORD01054,2026-06-20,Central,2.19,High,1.09,16,27.7,50.68,True
ORD01055,2026-06-08,South,3.38,Medium,4.3,12,47.6,57.83,True
ORD01056,2026-07-29,West,13.69,Low,1.78,15,58.6,131.25,True
ORD01057,2026-07-07,South,13.82,Medium,3.5,19,100.3,120.55,False
ORD01058,2026-07-19,East,9.95,Low,0.56,8,32.4,86.65,True
ORD01059,2026-07-18,West,7.59,Medium,2.52,11,51.9,80.75,True
ORD01060,2026-06-26,Central,3.4,Low,2.32,19,26.5,80.34,True
ORD01061,2026-07-07,Central,3.98,High,4.88,19,38.5,56.33,True
ORD01062,2026-07-19,West,12.8,Low,3.35,16,68.7,108.1,True
ORD01063,2026-06-04,South,12.01,Low,2.79,20,56.2,123.15,True
ORD01064,2026-07-03,East,5.8,High,0.43,8,30.4,70.75,True
ORD01065,2026-06-22,West,11.25,Low,8.51,8,54.1,133.2,True
ORD01066,2026-06-06,South,11.37,Medium,4.08,11,66.8,121.22,True
ORD01067,2026-07-03,North,13.37,Medium,1.36,10,72.4,109.83,False
ORD01068,2026-06-28,South,12.11,High,2.73,14,79.9,121.31,False
ORD01069,2026-06-24,South,12.37,High,1.83,18,84.3,120.59,False
ORD01070,2026-06-04,South,10.25,High,2.12,10,68.7,120.12,True
ORD01071,2026-06-02,South,14.23,Low,5.64,8,75.3,169.08,False
ORD01072,2026-06-13,North,10.23,High,1.09,19,105.3,97.86,False
ORD01073,2026-07-16,North,6.42,Medium,4.2,18,52.1,74.07,True
ORD01074,2026-07-19,Central,8.21,Medium,5.8,17,70.6,112.35,True
ORD01075,2026-06-11,East,10.09,Low,3.75,9,38.5,109.75,True
ORD01076,2026-07-05,South,8.67,Medium,2.21,17,47.0,93.51,True
ORD01077,2026-07-09,West,9.56,High,1.27,20,75.5,78.15,True
ORD01078,2026-06-10,North,9.89,High,1.44,11,76.3,101.51,False
ORD01079,2026-07-13,Central,5.39,Medium,2.78,8,40.4,81.78,True
ORD01080,2026-06-10,Central,4.59,Low,2.6,8,23.6,82.69,True
ORD01081,2026-06-08,North,9.93,Medium,4.58,19,68.9,107.74,True
ORD01082,2026-06-05,South,15.1,High,0.6,15,92.0,120.76,False
ORD01083,2026-06-23,Central,7.21,Medium,5.59,14,42.5,94.21,True
ORD01084,2026-07-04,Central,4.57,Medium,12.28,15,48.6,122.5,True
ORD01085,2026-07-30,East,10.82,Low,2.38,20,51.5,126.98,True
ORD01086,2026-07-30,West,7.9,Medium,2.1,11,40.9,103.64,True
ORD01087,2026-07-17,North,10.19,Medium,2.26,13,74.0,113.52,False
